Timestamp,Server_Workload(%),Inlet_Temperature(°C),Outlet_Temperature(°C),Ambient_Temperature(°C),Cooling_Unit_Power_Consumption(kW),Chiller_Usage(%),AHU_Usage(%),Total_Energy_Cost($),Temperature_Deviation(°C),Cooling_Strategy_Action,Output,scenario,severity,failure_point,sensor_status,data_quality,is_outlier,event_id,run_id
2026-07-29 11:22:44.468-07,82.49,25.53,29.44,21.24,0.900,85.85,43.00,0.1300,2.76,Reduce AHU,1,normal,info,,online,valid,f,82d6da53-2a2d-4c22-83e4-d32cfb6a10f5,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:44.525-07,71.12,21.34,29.54,18.34,0.810,80.04,33.98,0.1200,5.66,Eco Mode,4,normal,info,,online,valid,f,b939b53e-465c-4159-8e5d-e77d6fa84c43,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:44.581-07,80.15,23.12,26.85,24.26,0.850,73.16,53.42,0.0900,0.26,Reduce AHU,1,normal,info,,online,valid,f,c7d41e23-ac72-4ae5-a8a4-ec227e6d222e,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:44.638-07,90.25,29.39,36.39,25.25,0.440,17.95,33.03,0.0500,1.25,Increase Chiller,0,cooling_failure,critical,chiller_loop,degraded,valid,t,2e57fb57-cfc4-4f00-910c-58f512f854f1,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:44.691-07,80.27,22.18,26.69,27.91,0.930,83.55,53.04,0.1100,3.91,Eco Mode,4,normal,info,,online,valid,f,93460781-5152-4400-8a36-a696c199acbe,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:44.743-07,89.83,23.71,26.51,27.00,0.990,90.60,52.79,0.1100,3.00,Boost All,3,normal,info,,online,valid,f,c3bb8bcf-2506-4605-ba11-dd7a623f2c9a,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:44.798-07,76.34,22.10,28.69,24.11,0.880,78.86,49.87,0.1200,0.11,Eco Mode,4,normal,info,,online,valid,f,bedede8d-6519-416e-b1b9-65d23c4e7166,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:44.855-07,66.92,20.91,27.15,24.61,0.760,63.50,49.42,0.0700,0.61,Increase Chiller,0,normal,info,,online,valid,f,b23a4cea-7fed-47fa-8d08-640bf8814be1,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:44.909-07,48.32,20.47,24.34,23.38,0.580,40.96,50.07,0.0600,0.62,Reduce AHU,1,normal,info,,online,valid,f,c19404ae-6800-47f7-b6aa-56ff97d63788,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:44.965-07,84.46,22.85,30.15,19.10,0.870,85.56,37.44,0.1000,4.90,Reduce AHU,1,normal,info,,online,valid,f,41f8db8c-36b5-458d-b59b-fbc2dc0f4ca8,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:45.022-07,76.52,22.49,26.65,24.81,0.850,77.98,45.63,0.0900,0.81,Eco Mode,4,normal,info,,online,valid,f,7e3f7696-4076-4672-83d0-fd6cf97dfe4b,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:45.075-07,45.33,19.12,24.30,21.57,0.630,49.99,45.55,0.0800,2.43,Boost All,3,normal,info,,online,valid,f,63c5f625-8575-4d23-830c-27a44b614f90,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:45.132-07,78.57,22.92,28.79,25.12,0.890,77.17,54.24,0.0900,1.12,Maintain,2,normal,info,,online,valid,f,532a5bc7-2afc-4294-a455-50d361b6d00a,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:45.188-07,68.24,21.60,29.04,25.06,0.830,71.61,50.73,0.1100,1.06,Boost All,3,normal,info,,online,valid,f,c7850a75-57d2-4ea0-b59d-b4864dba0ff1,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:45.241-07,89.24,30.36,36.93,23.88,0.440,10.97,37.85,0.0500,0.12,Increase Chiller,0,cooling_failure,critical,chiller_loop,degraded,valid,t,d44eb4d1-763e-42c5-a3d0-123d3132b52f,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:45.298-07,67.51,21.50,31.34,24.16,0.740,59.81,52.65,0.0600,0.16,Increase Chiller,0,normal,info,,online,valid,f,f66cffb1-1091-482b-ab11-8c4afa0ed9de,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:45.351-07,47.27,18.85,22.50,22.62,0.670,52.79,49.44,0.0700,1.38,Maintain,2,normal,info,,online,valid,f,0312994b-d4cb-4b46-b002-47ca4172555c,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:45.406-07,48.74,18.46,19.98,21.18,0.560,43.76,41.49,0.0700,2.82,Eco Mode,4,normal,info,,online,valid,f,af22db31-f6fc-442f-aa69-ad6b165dcc3e,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:45.459-07,66.30,22.91,28.56,19.71,0.770,68.57,44.40,0.0700,4.29,Eco Mode,4,normal,info,,online,valid,f,b17b7df6-daa1-4c8f-beb8-4f41968820a8,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:45.513-07,73.45,21.10,25.99,29.90,0.930,80.52,57.87,0.1000,5.90,Maintain,2,normal,info,,online,valid,f,66af14ca-86b3-4aff-b694-3e2de188836f,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:45.568-07,96.67,25.33,30.16,24.40,1.070,89.47,63.94,0.1100,0.40,Boost All,3,workload_spike,warning,,online,valid,t,3fc6908b-27f0-4057-a933-efb12f8e3997,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:45.625-07,100.00,25.19,30.65,24.21,1.050,100.00,49.14,0.1600,0.21,Eco Mode,4,outlier,warning,,online,valid,t,89d79abf-91bd-44b0-9c6d-51e03044777c,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:45.682-07,65.87,22.16,30.84,23.89,0.820,72.74,48.01,0.1000,0.11,Maintain,2,normal,info,,online,valid,f,c60946bc-3528-463d-9ce3-9f8292da688a,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:45.735-07,99.94,24.97,31.21,26.92,0.950,86.47,68.80,0.1000,2.92,Boost All,3,workload_spike,warning,,online,valid,t,8fc0d90b-de26-4e79-9e11-983ae2fe78a9,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:45.789-07,59.90,22.03,26.85,21.95,0.690,60.62,41.09,0.0800,2.05,Eco Mode,4,normal,info,,online,valid,f,63772e85-5f15-42e6-b9dc-d294321019fc,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:45.846-07,100.00,24.35,27.67,21.55,0.940,93.05,38.52,0.0900,2.45,Boost All,3,normal,info,,online,valid,f,e7a80f6b-e797-42ab-a9ec-45abd5239e68,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:45.902-07,53.24,20.79,27.93,27.12,0.650,46.03,55.87,0.0600,3.12,Increase Chiller,0,normal,info,,online,valid,f,54dfa6b0-53b7-45a5-840f-f64eff6bcbbd,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:45.956-07,74.09,21.28,27.20,23.37,0.800,71.26,46.45,0.0900,0.63,Boost All,3,normal,info,,online,valid,f,81fa45e6-86d3-4508-a4f5-310e32f6931f,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:46.01-07,94.06,24.93,30.21,23.19,1.070,99.63,68.46,0.1100,0.81,Boost All,3,workload_spike,warning,,online,valid,t,e5f88f6f-8d62-4351-81bb-9215eaf353fe,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:46.067-07,50.22,20.65,23.50,25.05,0.730,58.13,52.65,0.0600,1.05,Reduce AHU,1,normal,info,,online,valid,f,d193418f-9307-4c67-992b-7c02d8975d56,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:46.123-07,38.12,19.29,25.10,23.00,0.480,31.06,45.40,0.0700,1.00,Increase Chiller,0,normal,info,,online,valid,f,f5aee7a2-b63d-4418-b01a-ca4e2c77f457,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:46.179-07,52.67,21.50,25.57,22.87,0.710,60.94,44.65,0.1000,1.13,Eco Mode,4,normal,info,,online,valid,f,a8982198-dfd1-4e61-8b9a-73d0a3bd290d,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:46.236-07,61.76,22.78,24.11,23.33,0.770,65.03,50.53,0.0600,0.67,Increase Chiller,0,normal,info,,online,valid,f,c29cf8d1-54ad-49a9-ad80-cb5f4f8aa305,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:46.292-07,97.46,28.08,36.75,24.34,0.440,15.61,39.73,0.0500,0.34,Increase Chiller,0,cooling_failure,critical,chiller_loop,degraded,valid,t,02bf6863-fa97-4be0-b737-edb835796b57,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:46.345-07,56.86,21.97,27.17,22.87,0.750,66.57,43.11,0.0900,1.13,Boost All,3,normal,info,,online,valid,f,67bd5f2c-58cd-4bad-a69b-dce210552ce3,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:46.402-07,66.50,20.64,26.98,25.25,0.850,74.55,50.85,0.1000,1.25,Eco Mode,4,normal,info,,online,valid,f,c1abd5c9-62b5-4b45-a6d4-007a5de21bab,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:46.457-07,91.92,28.65,36.18,28.50,0.400,17.79,28.45,0.0500,4.50,Increase Chiller,0,cooling_failure,critical,chiller_loop,degraded,valid,t,54163594-0273-4e8f-ae3c-4d02316e5e26,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:46.514-07,73.98,22.68,28.32,22.57,0.810,71.65,48.13,0.0800,1.43,Maintain,2,normal,info,,online,valid,f,b4e01e6d-8271-4682-af72-1ee1a1af01e5,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:46.571-07,55.15,21.99,26.74,28.25,0.780,64.21,53.53,0.0900,4.25,Eco Mode,4,normal,info,,online,valid,f,ef7f7bc0-8c8a-449e-a890-0e711fe79809,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:46.625-07,60.58,21.49,27.09,22.91,0.640,53.67,42.06,0.0800,1.09,Increase Chiller,0,normal,info,,online,valid,f,bd71b4ed-04e8-493b-98bd-b6753d2e0154,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:46.68-07,58.67,19.92,23.38,26.55,0.720,58.76,49.21,0.0600,2.55,Boost All,3,normal,info,,online,valid,f,f4cc26c9-b47c-4ba8-999c-a428f12020b3,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:46.737-07,67.23,20.19,24.63,24.40,0.770,67.75,46.03,0.0900,0.40,Maintain,2,normal,info,,online,valid,f,87906da6-c033-467b-9d7b-e83bc0aa83c6,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:46.794-07,67.88,22.33,29.00,20.66,0.820,77.33,39.80,0.0800,3.34,Boost All,3,normal,info,,online,valid,f,08c84fa4-98f2-47c9-8eec-b7c4622b0b98,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:46.852-07,79.20,23.46,28.30,22.21,0.910,84.04,47.00,0.1000,1.79,Eco Mode,4,normal,info,,online,valid,f,72a37209-077c-4c8c-9a82-5003b582fb42,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:46.907-07,45.34,21.64,26.15,23.40,0.560,42.03,44.04,0.0600,0.60,Reduce AHU,1,normal,info,,online,valid,f,50315d9a-f9d0-4a7c-8d22-723762faffda,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:46.964-07,71.21,21.28,23.90,23.55,0.800,72.32,43.75,0.0700,0.45,Reduce AHU,1,normal,info,,online,valid,f,6e21ad2b-0fc7-49d6-aee0-fb2f87c64a1c,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:47.02-07,75.99,23.29,28.36,26.06,0.840,73.86,49.87,0.0700,2.06,Reduce AHU,1,normal,info,,online,valid,f,c1d65108-3be2-460a-865f-3abcff8bab53,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:47.073-07,84.08,23.87,29.90,19.12,0.940,93.11,39.34,0.1400,4.88,Eco Mode,4,normal,info,,online,valid,f,7ea0620c-218a-44fd-9647-2b6e09f600ef,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:47.128-07,67.21,22.58,24.62,24.91,0.720,57.38,52.01,0.0600,0.91,Maintain,2,normal,info,,online,valid,f,fd4ada47-cbc7-449e-8459-7c4cb93b2d23,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:47.185-07,83.58,29.74,38.26,26.42,0.350,11.42,39.30,0.0400,2.42,Increase Chiller,0,cooling_failure,critical,chiller_loop,degraded,valid,t,fad33538-bfa6-482e-8930-6b415dce9ecb,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:47.24-07,94.57,24.82,30.90,19.58,0.950,90.47,69.11,0.1000,4.42,Boost All,3,workload_spike,warning,,online,valid,t,adfdf7e5-71fb-459c-9cc4-273fa6eca9ed,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:47.296-07,35.21,19.05,21.65,24.62,0.520,36.11,45.83,0.0700,0.62,Boost All,3,normal,info,,online,valid,f,5824ce47-0fd2-4c05-8a5f-f3187005e8ee,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:47.353-07,39.91,18.61,24.34,21.90,0.600,45.23,48.61,0.0800,2.10,Reduce AHU,1,normal,info,,online,valid,f,6d01dde7-080c-4cfd-a40c-a42a01a01422,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:47.405-07,67.45,22.89,31.47,21.28,0.790,73.46,39.98,0.0800,2.72,Increase Chiller,0,normal,info,,online,valid,f,858fbf2b-b203-4791-b386-295f32a35dee,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:47.458-07,76.16,22.11,26.50,18.32,0.730,69.46,34.35,0.1000,5.68,Maintain,2,normal,info,,online,valid,f,7333d8e9-958c-4dec-91b0-4b3695f90c1b,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:47.515-07,80.27,23.31,28.88,22.29,0.790,73.68,41.06,0.0700,1.71,Reduce AHU,1,normal,info,,online,valid,f,972784cf-c7f4-442e-a605-d3dc2dfb7f46,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:47.571-07,80.62,22.22,27.87,25.84,0.920,82.62,52.71,0.0900,1.84,Reduce AHU,1,normal,info,,online,valid,f,69d825e9-2c64-4cd6-a409-22f197325c44,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:47.629-07,65.92,21.95,28.18,21.60,0.770,68.31,45.43,0.0800,2.40,Increase Chiller,0,normal,info,,online,valid,f,495d7ef2-92a7-4ddb-b76d-7ac4494e28bb,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:47.686-07,44.41,17.01,17.46,25.13,0.530,38.09,45.80,0.0800,1.13,Increase Chiller,0,outlier,warning,,online,valid,t,d84d5b63-bb66-4f15-87e4-ba7213180243,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:47.741-07,82.08,23.37,27.50,20.38,0.830,79.03,38.91,0.0700,3.62,Increase Chiller,0,normal,info,,online,valid,f,7ceda743-998c-4704-916a-8abf99b0ab4a,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:47.797-07,68.90,20.95,26.06,22.44,0.810,74.67,43.32,0.1000,1.56,Eco Mode,4,normal,info,,online,valid,f,396821dc-d19d-4525-97b3-9be9c8f4efd8,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:47.853-07,95.40,26.28,30.95,20.60,0.980,92.36,62.25,0.1000,3.40,Boost All,3,workload_spike,warning,,online,valid,t,001d3ae9-3040-4e41-8172-c10d6663a557,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:47.909-07,100.00,25.31,31.40,23.01,1.030,100.00,46.45,0.1500,0.99,Boost All,3,outlier,warning,,online,valid,t,25fa6e80-66a7-4ea2-8690-3560c90fe9f7,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:47.964-07,65.44,19.08,25.11,25.55,0.710,58.82,47.80,0.0900,1.55,Increase Chiller,0,normal,info,,online,valid,f,14f51a31-afec-435e-8d1b-e7d3dcb0cbd6,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:48.023-07,94.48,25.39,30.77,24.06,1.070,97.79,63.06,0.1100,0.06,Boost All,3,workload_spike,warning,,online,valid,t,a38960b3-ef09-4619-97e4-f6d88d821991,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:48.077-07,50.04,19.60,24.93,18.83,0.610,51.90,39.50,0.0700,5.17,Reduce AHU,1,normal,info,,online,valid,f,9afbc06a-cb22-4475-a1ef-41cba10589ce,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:48.133-07,66.68,24.22,27.97,23.46,0.840,75.95,47.22,0.0900,0.54,Boost All,3,normal,info,,online,valid,f,a4fdc9ba-c773-4ad9-b13f-ec4be9f93e34,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:48.188-07,65.88,21.60,25.06,25.46,0.730,59.53,50.31,0.1100,1.46,Maintain,2,normal,info,,online,valid,f,7dd47d83-0fba-492f-a456-191b17ac98d4,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:48.244-07,85.83,22.96,28.32,21.73,0.890,84.42,42.92,0.0900,2.27,Reduce AHU,1,normal,info,,online,valid,f,00b39b3b-42f4-4fa5-bb1a-9ef72344eb91,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:48.3-07,70.04,21.64,29.13,21.97,0.820,75.99,42.94,0.0800,2.03,Reduce AHU,1,normal,info,,online,valid,f,db8522fa-d353-4318-b44b-103efe25d91b,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:48.357-07,54.41,18.84,21.50,27.73,0.740,59.04,52.91,0.1000,3.73,Eco Mode,4,normal,info,,online,valid,f,4cf33f25-e69c-4ced-ab02-ae3d80d8ae0f,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:48.413-07,89.58,25.37,28.62,24.00,0.880,80.80,46.36,0.0700,0.00,Increase Chiller,0,normal,info,,online,valid,f,f74dacb1-5c08-4203-b5b7-19bc91a28aa7,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:48.466-07,56.11,20.96,26.28,19.62,0.670,60.89,36.43,0.0600,4.38,Eco Mode,4,normal,info,,online,valid,f,6af3a231-ae50-4a4b-a716-a587656b91b2,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:48.519-07,36.10,18.66,23.01,18.00,0.500,40.13,35.56,0.0600,6.00,Maintain,2,normal,info,,online,valid,f,4267708e-c7f8-4267-a727-e2505aa98282,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:48.572-07,47.66,19.55,24.36,20.30,0.650,55.75,40.82,0.0500,3.70,Maintain,2,normal,info,,online,valid,f,93a129b8-6b8e-4883-8a47-e70aaa62483b,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:48.634-07,61.99,21.80,29.51,23.47,0.710,61.47,44.22,0.0900,0.53,Boost All,3,normal,info,,online,valid,f,6e4a22b9-3830-40a2-8c55-9cb24e4b19c7,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:48.69-07,82.39,22.77,28.95,26.69,1.020,92.17,55.78,0.1300,2.69,Increase Chiller,0,normal,info,,online,valid,f,c856ef93-01e8-4da0-a6af-6c906d0d9307,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:48.742-07,89.76,24.47,29.53,23.11,0.940,90.50,42.20,0.0800,0.89,Increase Chiller,0,normal,info,,online,valid,f,1c440ddd-fc98-4dcb-bd26-16bf1b4a12a8,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:48.801-07,99.62,26.25,33.09,24.05,1.030,100.00,46.62,0.1100,0.05,Increase Chiller,0,normal,info,,online,valid,f,672c0274-c0a1-479c-b178-d0859dcd7183,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:48.857-07,65.24,21.28,30.26,23.06,0.750,67.33,42.25,0.0900,0.94,Boost All,3,normal,info,,online,valid,f,12aaad7d-d686-4f29-9dca-14db4a7f1fa6,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:48.91-07,69.32,21.66,23.21,25.30,0.820,67.81,54.64,0.1200,1.30,Boost All,3,normal,info,,online,valid,f,1ccc49eb-2fb7-4bbb-bfe2-d052353ab902,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:48.963-07,86.23,22.78,25.44,27.65,0.890,79.75,51.31,0.1100,3.65,Boost All,3,normal,info,,online,valid,f,ba6b46aa-57d2-4016-89ff-88334a131b40,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:49.02-07,60.68,19.70,25.13,34.26,0.740,51.23,65.41,0.0800,10.26,Increase Chiller,0,outlier,warning,,online,valid,t,59f69e60-3464-40af-b442-55d4b57e5733,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:49.076-07,76.62,21.78,25.16,25.01,0.790,68.22,49.07,0.0800,1.01,Maintain,2,normal,info,,online,valid,f,d9489a6c-3d2c-44a7-852d-99d2942b201f,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:49.132-07,76.33,22.15,28.59,22.82,0.900,81.84,49.21,0.1300,1.18,Reduce AHU,1,normal,info,,online,valid,f,6bab2e56-ae56-4584-9062-06dfebf9ce98,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:49.186-07,52.64,19.65,28.88,23.40,0.620,48.90,45.92,0.0900,0.60,Increase Chiller,0,normal,info,,online,valid,f,53179cc2-67f0-4fa3-b83a-aabbed2dc0ae,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:49.241-07,95.22,25.13,30.71,21.94,0.960,92.43,43.62,0.1100,2.06,Boost All,3,normal,info,,online,valid,f,c331168e-3366-41ff-88d9-5fc57f73bb76,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:49.297-07,72.14,21.78,29.36,28.42,0.790,63.83,56.43,0.1000,4.42,Increase Chiller,0,normal,info,,online,valid,f,2c8ecd70-678c-400f-badd-9fd9150a4899,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:49.355-07,87.85,26.03,31.13,23.17,0.920,87.26,45.36,0.1300,0.83,Increase Chiller,0,normal,info,,online,valid,f,3b6da82a-f259-4ade-87c1-ffd5e16949a2,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:49.412-07,60.81,20.86,23.72,22.07,0.670,55.89,43.59,0.0800,1.93,Increase Chiller,0,normal,info,,online,valid,f,890d9f99-c97c-483a-acf6-22149656c7df,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:49.466-07,83.15,21.58,30.95,23.95,0.850,73.20,52.01,0.1200,0.05,Maintain,2,normal,info,,online,valid,f,b9784e2c-95f6-412d-87ef-c8f452e52475,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:49.523-07,59.27,22.72,29.54,25.90,0.710,56.20,51.10,0.0700,1.90,Reduce AHU,1,normal,info,,online,valid,f,4c4d8de2-0dc4-4ae5-9a91-03f55f5b34bb,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:49.574-07,43.77,19.33,24.27,19.80,0.600,50.17,39.84,0.0600,4.20,Eco Mode,4,normal,info,,online,valid,f,7a6f0958-47f4-48bf-a8d5-6d09004a7c29,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:49.63-07,78.79,23.88,30.94,29.75,0.910,78.59,55.53,0.1100,5.75,Maintain,2,normal,info,,online,valid,f,d7f99710-1ee6-47c7-9026-04c07df5f69c,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:49.683-07,94.10,24.98,29.25,21.53,0.900,87.15,40.99,0.1100,2.47,Increase Chiller,0,normal,info,,online,valid,f,86fdaae6-d205-49ed-b44c-8a3fdf8ccd4a,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:49.745-07,66.23,20.51,26.96,24.12,0.690,57.92,45.20,0.0700,0.12,Eco Mode,4,normal,info,,online,valid,f,2455cbaf-f125-4979-a261-6f4726d7df2d,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:49.801-07,44.50,19.94,24.96,20.76,0.570,42.40,45.46,0.0600,3.24,Reduce AHU,1,normal,info,,online,valid,f,ebbc4d33-b2d6-4ec7-8f63-df8dc0420756,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:49.856-07,57.63,20.16,22.13,25.20,0.780,64.27,54.07,0.0700,1.20,Eco Mode,4,normal,info,,online,valid,f,db70d7a1-49d9-4a80-8be9-d485b7e893be,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:49.911-07,100.00,25.31,31.40,23.01,1.030,100.00,46.45,0.1500,0.99,Boost All,3,outlier,warning,,online,valid,t,9c91c6ae-ff84-4367-b3e9-cd12889c70d8,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:49.966-07,16.41,17.67,24.21,26.48,0.410,20.00,50.43,0.0400,2.48,Eco Mode,4,normal,info,,online,valid,f,3f5da718-35bb-4973-becf-08763b54734a,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:50.023-07,100.00,23.97,29.16,28.22,1.010,90.16,57.71,0.1400,4.22,Maintain,2,normal,info,,online,valid,f,3aaca6b7-cf0f-4d25-a21d-d3fb456ca5a8,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:50.08-07,88.93,24.29,27.75,22.30,1.000,98.28,42.58,0.1500,1.70,Eco Mode,4,outlier,warning,,online,valid,t,0c19b010-b760-431c-8bcf-73d180cbc916,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:50.138-07,48.25,19.74,23.62,25.54,0.680,55.06,47.11,0.0600,1.54,Boost All,3,normal,info,,online,valid,f,e2988792-ca2c-42ae-ba8a-0ea71b54bacb,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
